0,0,1
0.17577,0.10148,0.97919
1.2428e-17,0.20296,0.97919
-0.17577,0.10148,0.97919
-0.17577,-0.10148,0.97919
-3.7283e-17,-0.20296,0.97919
0.17577,-0.10148,0.97919
0.39046,0,0.92062
0.34573,0.18145,0.92062
0.2218,0.32134,0.92062
0.047064,0.38761,0.92062
-0.13846,0.36508,0.92062
-0.29226,0.25892,0.92062
-0.37911,0.093442,0.92062
-0.37911,-0.093442,0.92062
-0.29226,-0.25892,0.92062
-0.13846,-0.36508,0.92062
0.047064,-0.38761,0.92062
0.2218,-0.32134,0.92062
0.34573,-0.18145,0.92062
0.56155,-0.056064,0.82554
0.54388,0.15058,0.82554
0.45276,0.33688,0.82554
0.30049,0.47769,0.82554
0.10764,0.55398,0.82554
-0.099752,0.55546,0.82554
-0.29367,0.48191,0.82554
-0.44793,0.34328,0.82554
-0.54169,0.15829,0.82554
-0.56229,-0.048076,0.82554
-0.50695,-0.24795,0.82554
-0.38315,-0.41434,0.82554
-0.2076,-0.52477,0.82554
-0.0040111,-0.56433,0.82554
0.20012,-0.52767,0.82554
0.37722,-0.41975,0.82554
0.50338,-0.25513,0.82554
0.70003,-0.12385,0.7033
0.70656,0.078389,0.7033
0.65586,0.27427,0.7033
0.55202,0.44794,0.7033
0.40346,0.58532,0.7033
0.22221,0.67527,0.7033
0.022963,0.71053,0.7033
-0.17814,0.68821,0.7033
-0.36482,0.61015,0.7033
-0.52194,0.48265,0.7033
-0.63678,0.31605,0.7033
-0.70003,0.12385,0.7033
-0.70656,-0.078389,0.7033
-0.65586,-0.27427,0.7033
-0.55202,-0.44794,0.7033
-0.40346,-0.58532,0.7033
-0.22221,-0.67527,0.7033
-0.022963,-0.71053,0.7033
0.17814,-0.68821,0.7033
0.36482,-0.61015,0.7033
0.52194,-0.48265,0.7033
0.63678,-0.31605,0.7033
0.81545,-0.17215,0.55263
0.83295,0.027998,0.55263
0.80205,0.22652,0.55263
0.72453,0.41188,0.55263
0.60491,0.57331,0.55263
0.45013,0.70141,0.55263
0.26919,0.78875,0.55263
0.072608,0.83026,0.55263
-0.1282,0.82351,0.55263
-0.32155,0.7689,0.55263
-0.49621,0.6696,0.55263
-0.64204,0.53139,0.55263
-0.75056,0.3623,0.55263
-0.81545,0.17215,0.55263
-0.83295,-0.027998,0.55263
-0.80205,-0.22652,0.55263
-0.72453,-0.41188,0.55263
-0.60491,-0.57331,0.55263
-0.45013,-0.70141,0.55263
-0.26919,-0.78875,0.55263
-0.072608,-0.83026,0.55263
0.1282,-0.82351,0.55263
0.32155,-0.7689,0.55263
0.49621,-0.6696,0.55263
0.64204,-0.53139,0.55263
0.75056,-0.3623,0.55263
0.90088,-0.20988,0.37995
0.92494,-0.011315,0.37995
0.90574,0.18778,0.37995
0.8442,0.3781,0.37995
0.74318,0.55074,0.37995
0.60741,0.69763,0.37995
0.44324,0.81189,0.37995
0.25835,0.8882,0.37995
0.061373,0.92297,0.37995
-0.13847,0.91458,0.37995
-0.33184,0.86343,0.37995
-0.5097,0.77191,0.37995
-0.66372,0.64429,0.37995
-0.78671,0.48655,0.37995
-0.87291,0.30606,0.37995
-0.91829,0.11125,0.37995
-0.92074,-0.088755,0.37995
-0.88013,-0.28461,0.37995
-0.79837,-0.46716,0.37995
-0.67928,-0.62786,0.37995
-0.52843,-0.75921,0.37995
-0.35287,-0.85506,0.37995
-0.1608,-0.91092,0.37995
0.038777,-0.92419,0.37995
0.23654,-0.89425,0.37995
0.42325,-0.82249,0.37995
0.59017,-0.71228,0.37995
0.72949,-0.56876,0.37995
0.8347,-0.39864,0.37995
0.95448,-0.22601,0.19464
0.98061,-0.022622,0.19464
0.96389,0.18175,0.19464
0.90504,0.37819,0.19464
0.80663,0.55809,0.19464
0.67297,0.7136,0.19464
0.5099,0.83793,0.19464
0.32454,0.92563,0.19464
0.125,0.97288,0.19464
-0.080004,0.97761,0.19464
-0.28151,0.93961,0.19464
-0.47072,0.86055,0.19464
-0.63935,0.74388,0.19464
-0.78004,0.59469,0.19464
-0.88663,0.41952,0.19464
-0.95448,0.22601,0.19464
-0.98061,0.022622,0.19464
-0.96389,-0.18175,0.19464
-0.90504,-0.37819,0.19464
-0.80663,-0.55809,0.19464
-0.67297,-0.7136,0.19464
-0.5099,-0.83793,0.19464
-0.32454,-0.92563,0.19464
-0.125,-0.97288,0.19464
0.080004,-0.97761,0.19464
0.28151,-0.93961,0.19464
0.47072,-0.86055,0.19464
0.63935,-0.74388,0.19464
0.78004,-0.59469,0.19464
0.88663,-0.41952,0.19464
0.97156,-0.23678,6.1232e-17
0.99909,-0.042687,6.1232e-17
0.98822,0.15305,6.1232e-17
0.93937,0.3429,6.1232e-17
0.85443,0.51957,6.1232e-17
0.73665,0.67628,6.1232e-17
0.59056,0.807,6.1232e-17
0.42177,0.9067,6.1232e-17
0.23678,0.97156,6.1232e-17
0.042687,0.99909,6.1232e-17
-0.15305,0.98822,6.1232e-17
-0.3429,0.93937,6.1232e-17
-0.51957,0.85443,6.1232e-17
-0.67628,0.73665,6.1232e-17
-0.807,0.59056,6.1232e-17
-0.9067,0.42177,6.1232e-17
-0.97156,0.23678,6.1232e-17
-0.99909,0.042687,6.1232e-17
-0.98822,-0.15305,6.1232e-17
